User-ID,ISBN,Book-Rating,Book-Title,totalRatingCount,Location,Age
191720,3442452643,7,Bridget Jones. Am Rande des Wahnsinns.,8,germany,37.0
247848,3442452643,10,Bridget Jones. Am Rande des Wahnsinns.,8,germany,30.0
233397,3442452643,8,Bridget Jones. Am Rande des Wahnsinns.,8,switzerland,33.0
166689,3442452864,8,Die Schn?짚ppchenj?짚gerin.,2,germany,40.0
54116,3442452864,5,Die Schn?짚ppchenj?짚gerin.,2,germany,43.0
159390,3404283139,8,Im Schatten der Burg.,2,germany,36.0
142454,3404283139,10,Im Schatten der Burg.,2,austria,33.0
276847,3442413508,10,Auf Ehre und Gewissen. Roman.,4,germany,27.0
28537,3442413508,7,Auf Ehre und Gewissen. Roman.,4,germany,29.0
140080,3442413508,9,Auf Ehre und Gewissen. Roman.,4,germany,35.0
243847,3442413508,7,Auf Ehre und Gewissen. Roman.,4,germany,26.0
276847,3442437717,7,Asche zu Asche.,3,germany,27.0
28537,3442437717,9,Asche zu Asche.,3,germany,29.0
140080,3442437717,9,Asche zu Asche.,3,germany,35.0
201548,3596122279,9,Das Superwieb,6,germany,29.0
81378,3596122279,5,Das Superwieb,6,germany,46.0
276936,3596122279,5,Das Superwieb,6,austria,32.0
5225,3596122279,8,Das Superwieb,6,germany,27.0
41700,3596122279,4,Das Superwieb,6,switzerland,42.0
248572,3596122279,8,Das Superwieb,6,germany,25.0
173679,059035342X,8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,germany,27.0
103541,059035342X,8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,austria,24.0
175003,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,33.0
175636,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,46.0
55492,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,43.0
180591,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,portugal,1.0
81492,059035342X,9,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,28.0
240144,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,34.0
128696,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,unitedkingdom,34.0
278843,059035342X,8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,28.0
1733,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,30.0
6563,059035342X,8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,31.0
9908,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,36.0
10560,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,27.0
20119,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,unknown,51.0
21484,059035342X,9,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,21.0
22625,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,54.0
22818,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,28.0
26084,059035342X,9,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,21.0
27812,059035342X,8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,33.0
28594,059035342X,9,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,canada,18.0
31556,059035342X,8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,51.0
32773,059035342X,9,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,28.0
35148,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,24.0
39396,059035342X,8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,germany,20.0
52199,059035342X,7,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,47.0
56447,059035342X,7,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,22.0
57398,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,39.0
58855,059035342X,6,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,38.0
59912,059035342X,9,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,27.0
60263,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,52.0
65032,059035342X,2,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,17.0
66942,059035342X,9,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,malaysia,31.0
71490,059035342X,9,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,23.0
72990,059035342X,8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,31.0
75591,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,33.0
76530,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,55.0
81368,059035342X,8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,28.0
81865,059035342X,8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,canada,27.0
85367,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,17.0
85426,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,23.0
85993,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,40.0
87729,059035342X,9,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,portugal,24.0
88435,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,philippines,19.0
92810,059035342X,7,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,60.0
95923,059035342X,8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,17.0
97945,059035342X,9,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,34.0
100227,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,iran,36.0
100846,059035342X,8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,39.0
101851,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,29.0
102702,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,34.0
104665,059035342X,9,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,30.0
105028,059035342X,8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,malaysia,22.0
114581,059035342X,7,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,23.0
120892,059035342X,7,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,germany,20.0
124078,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,25.0
125303,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,germany,25.0
126697,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,30.0
126736,059035342X,5,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,38.0
129074,059035342X,8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,51.0
131238,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,15.0
135045,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,29.0
135360,059035342X,9,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,39.0
138995,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,47.0
147141,059035342X,6,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,21.0
150661,059035342X,9,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,36.0
150968,059035342X,6,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,47.0
151991,059035342X,9,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,netherlands,39.0
153662,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,44.0
153718,059035342X,8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,27.0
155141,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,31.0
157273,059035342X,9,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,37.0
159506,059035342X,7,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,28.0
160558,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,28.0
163676,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,59.0
164926,059035342X,8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,25.0
169682,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,26.0
172512,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,25.0
173415,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,31.0
175052,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,57.0
177375,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,42.0
180917,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,50.0
181176,059035342X,9,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,43.0
181796,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,33.0
182459,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,28.0
184532,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,28.0
191165,059035342X,7,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,36.0
193676,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,27.0
194614,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,33.0
196160,059035342X,7,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,22.0
200323,059035342X,1,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,19.0
205735,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,26.0
206438,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,24.0
208815,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,23.0
209817,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,27.0
210822,059035342X,8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,36.0
213638,059035342X,8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,43.0
216466,059035342X,9,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,29.0
219013,059035342X,8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,19.0
220688,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,27.0
225887,059035342X,9,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,13.0
229313,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,31.0
238065,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,27.0
238889,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,33.0
239626,059035342X,9,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,52.0
242006,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,dominicanrepublic,30.0
242083,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,24.0
242106,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,28.0
245649,059035342X,9,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,27.0
247447,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,19.0
249628,059035342X,8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,51.0
249958,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,12.0
254899,059035342X,9,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,54.0
257204,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,32.0
260067,059035342X,8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,32.0
261768,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,12.0
264355,059035342X,5,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,36.0
264637,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,24.0
265313,059035342X,8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,33.0
267830,059035342X,8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,38.0
268262,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,ireland,29.0
269566,059035342X,7,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,9.0
270820,059035342X,8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,52.0
271705,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),124,usa,25.0
90830,3492045170,5,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,20,germany,41.0
204825,3492045170,8,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,20,germany,18.0
175493,3492045170,7,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,20,germany,30.0
74655,3492045170,5,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,20,austria,32.0
58168,3492045170,7,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,20,germany,37.0
70238,3492045170,10,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,20,germany,26.0
120892,3492045170,10,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,20,germany,20.0
276994,3492045170,7,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,20,austria,25.0
15250,3492045170,8,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,20,germany,28.0
18850,3492045170,6,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,20,germany,28.0
63650,3492045170,6,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,20,germany,42.0
76968,3492045170,6,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,20,germany,21.0
78761,3492045170,7,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,20,germany,34.0
78774,3492045170,9,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,20,germany,46.0
82227,3492045170,8,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,20,finland,40.0
88283,3492045170,8,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,20,germany,24.0
125808,3492045170,7,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,20,switzerland,32.0
165507,3492045170,8,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,20,austria,24.0
226568,3492045170,8,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,20,switzerland,23.0
252278,3492045170,8,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,20,germany,28.0
78941,3746616360,9,Das Puppenkind.,3,austria,39.0
18850,3746616360,9,Das Puppenkind.,3,germany,28.0
239702,3746616360,8,Das Puppenkind.,3,germany,32.0
261105,3442433495,8,Der Campus.,10,switzerland,50.0
79315,3442433495,6,Der Campus.,10,germany,43.0
140232,3442433495,8,Der Campus.,10,germany,39.0
189227,3442433495,8,Der Campus.,10,germany,36.0
25957,3442433495,1,Der Campus.,10,germany,41.0
187536,3442433495,6,Der Campus.,10,germany,36.0
246782,3442433495,5,Der Campus.,10,germany,26.0
94865,3442433495,10,Der Campus.,10,germany,21.0
192937,3442433495,5,Der Campus.,10,germany,24.0
222457,3442433495,8,Der Campus.,10,germany,37.0
16795,042513699X,7,Turtle Moon,11,usa,47.0
44728,042513699X,8,Turtle Moon,11,usa,31.0
78834,042513699X,8,Turtle Moon,11,usa,28.0
269566,042513699X,7,Turtle Moon,11,usa,9.0
271448,042513699X,7,Turtle Moon,11,usa,27.0
8245,042513699X,7,Turtle Moon,11,usa,31.0
235282,042513699X,8,Turtle Moon,11,usa,43.0
226965,042513699X,10,Turtle Moon,11,usa,47.0
69405,042513699X,8,Turtle Moon,11,netherlands,36.0
60823,042513699X,7,Turtle Moon,11,usa,49.0
60392,042513699X,6,Turtle Moon,11,usa,43.0
78941,3442446929,7,Der Keltische Ring.,3,austria,39.0
11690,3442446929,7,Der Keltische Ring.,3,germany,30.0
98656,3442446929,7,Der Keltische Ring.,3,switzerland,30.0
261105,3442541751,4,Russendisko.,18,switzerland,50.0
191756,3442541751,9,Russendisko.,18,germany,28.0
41227,3442541751,10,Russendisko.,18,germany,40.0
204825,3442541751,6,Russendisko.,18,germany,18.0
222404,3442541751,6,Russendisko.,18,germany,23.0
218197,3442541751,6,Russendisko.,18,germany,39.0
75355,3442541751,6,Russendisko.,18,germany,35.0
175510,3442541751,7,Russendisko.,18,germany,32.0
99738,3442541751,6,Russendisko.,18,germany,36.0
18850,3442541751,8,Russendisko.,18,germany,28.0
274812,3442541751,7,Russendisko.,18,germany,26.0
218831,3442541751,7,Russendisko.,18,germany,27.0
186293,3442541751,6,Russendisko.,18,spain,33.0
252007,3442541751,9,Russendisko.,18,germany,35.0
201806,3442541751,3,Russendisko.,18,germany,30.0
71967,3442541751,9,Russendisko.,18,germany,24.0
126756,3442541751,8,Russendisko.,18,germany,21.0
206835,3442541751,6,Russendisko.,18,germany,29.0
261105,3518381768,8,Das Geisterhaus. Roman.,6,switzerland,50.0
28537,3518381768,10,Das Geisterhaus. Roman.,6,germany,29.0
237070,3518381768,9,Das Geisterhaus. Roman.,6,switzerland,29.0
155035,3518381768,7,Das Geisterhaus. Roman.,6,austria,40.0
78755,3518381768,8,Das Geisterhaus. Roman.,6,germany,53.0
222622,3518381768,9,Das Geisterhaus. Roman.,6,austria,23.0
35433,3455024998,9,Der Regenmacher.,11,switzerland,40.0
30727,3455024998,5,Der Regenmacher.,11,germany,26.0
148220,3455024998,9,Der Regenmacher.,11,germany,24.0
35407,3216302873,4,Verlangen.,3,germany,48.0
217701,3216302873,4,Verlangen.,3,austria,39.0
241432,3216302873,3,Verlangen.,3,germany,23.0
78941,3100478258,8,Schiffbruch mit Tiger.,3,austria,39.0
165507,3100478258,8,Schiffbruch mit Tiger.,3,austria,24.0
247978,3100478258,9,Schiffbruch mit Tiger.,3,germany,30.0
85433,3257204817,9,Der Talentierte Mr. Ripley,2,germany,33.0
255099,3257204817,10,Der Talentierte Mr. Ripley,2,germany,22.0
52323,3462023020,5,Tr?짚nen im Aquarium. Ein Kurzausflug ans Ende des Verstandes.,3,germany,38.0
246782,3462023020,4,Tr?짚nen im Aquarium. Ein Kurzausflug ans Ende des Verstandes.,3,germany,26.0
78755,3462023020,5,Tr?짚nen im Aquarium. Ein Kurzausflug ans Ende des Verstandes.,3,germany,53.0
74655,3423243600,6,Die Verbrechen der Charlotte Bronte und das Geheimnis von Haworth.,2,austria,32.0
238538,3423243600,10,Die Verbrechen der Charlotte Bronte und das Geheimnis von Haworth.,2,austria,22.0
98707,3426614960,5,Die wei??e Massai.,8,germany,35.0
227176,3426614960,7,Die wei??e Massai.,8,germany,27.0
71739,3426614960,8,Die wei??e Massai.,8,germany,34.0
140226,3426614960,7,Die wei??e Massai.,8,germany,35.0
258913,3426614960,7,Die wei??e Massai.,8,germany,25.0
223701,3426614960,5,Die wei??e Massai.,8,finland,29.0
38950,3426614960,8,Die wei??e Massai.,8,germany,26.0
77678,3426614960,4,Die wei??e Massai.,8,germany,46.0
127831,3257219253,7,Wir haben schon immer im Schlo?? gelebt. Roman.,2,germany,38.0
81481,3257219253,9,Wir haben schon immer im Schlo?? gelebt. Roman.,2,germany,34.0
222404,3423000015,8,Irisches Tagebuch,3,germany,23.0
222488,3423000015,8,Irisches Tagebuch,3,germany,29.0
38389,3423000015,9,Irisches Tagebuch,3,france,40.0
275573,3453198875,7,Im Zeichen des Drachen.,2,switzerland,26.0
176742,3453198875,8,Im Zeichen des Drachen.,2,germany,39.0
35407,3453177622,6,Zeit im Wind.,3,germany,48.0
239467,3453177622,7,Zeit im Wind.,3,germany,23.0
98656,3453177622,8,Zeit im Wind.,3,switzerland,30.0
35407,3442430879,8,Schau Dich nicht um.,3,germany,48.0
12835,3442430879,8,Schau Dich nicht um.,3,germany,38.0
258913,3442430879,9,Schau Dich nicht um.,3,germany,25.0
142454,3442442532,10,Falsetto.,2,austria,33.0
95098,3442442532,6,Falsetto.,2,germany,33.0
35433,3404148665,9,Illuminati.,19,switzerland,40.0
261105,3404148665,9,Illuminati.,19,switzerland,50.0
35407,3404148665,7,Illuminati.,19,germany,48.0
274719,3404148665,8,Illuminati.,19,austria,59.0
35490,3404148665,8,Illuminati.,19,germany,31.0
92405,3404148665,2,Illuminati.,19,germany,26.0
80754,3404148665,8,Illuminati.,19,germany,26.0
124010,3404148665,10,Illuminati.,19,germany,43.0
143103,3404148665,8,Illuminati.,19,germany,34.0
141203,3404148665,10,Illuminati.,19,germany,38.0
75115,3404148665,8,Illuminati.,19,germany,31.0
230427,3404148665,10,Illuminati.,19,germany,28.0
206441,3404148665,10,Illuminati.,19,germany,32.0
39079,3404148665,10,Illuminati.,19,switzerland,39.0
215543,3404148665,8,Illuminati.,19,germany,23.0
73464,3404148665,10,Illuminati.,19,germany,28.0
25893,3404148665,10,Illuminati.,19,germany,23.0
54116,3404148665,9,Illuminati.,19,germany,43.0
158339,3404148665,7,Illuminati.,19,germany,42.0
142454,3596102871,10,Die Feuer von Troia. Roman.,5,austria,33.0
222488,3596102871,9,Die Feuer von Troia. Roman.,5,germany,29.0
71739,3596102871,9,Die Feuer von Troia. Roman.,5,germany,34.0
235371,3596102871,8,Die Feuer von Troia. Roman.,5,germany,35.0
57449,3596102871,8,Die Feuer von Troia. Roman.,5,germany,29.0
75115,3442309026,6,Bridget Jones. Am Rande des Wahnsinns.,8,germany,31.0
243876,3442309026,5,Bridget Jones. Am Rande des Wahnsinns.,8,germany,31.0
196493,3442446759,10,Lords und Ladies. Ein Roman von der bizarren Scheibenwelt.,4,germany,26.0
153869,3442446759,9,Lords und Ladies. Ein Roman von der bizarren Scheibenwelt.,4,germany,22.0
66483,3442446759,7,Lords und Ladies. Ein Roman von der bizarren Scheibenwelt.,4,germany,16.0
75115,3442446759,7,Lords und Ladies. Ein Roman von der bizarren Scheibenwelt.,4,germany,31.0
211460,3492227694,10,Mariana.,3,austria,33.0
71739,3492227694,10,Mariana.,3,germany,34.0
16867,3492227694,10,Mariana.,3,germany,25.0
191756,3442421322,3,Einfach g?쨋ttlich. Ein Roman von der bizarren Scheibenwelt.,4,germany,28.0
67111,3442421322,9,Einfach g?쨋ttlich. Ein Roman von der bizarren Scheibenwelt.,4,germany,36.0
146569,3442421322,10,Einfach g?쨋ttlich. Ein Roman von der bizarren Scheibenwelt.,4,germany,44.0
273906,3257228694,8,Pas de deux.,2,germany,30.0
35713,3257228694,9,Pas de deux.,2,germany,29.0
142454,3548256600,5,Grausame Spiele.,2,austria,33.0
48268,3548256600,6,Grausame Spiele.,2,austria,18.0
143103,3442350247,10,Die geliehene Zeit.,4,germany,34.0
239488,3442350247,10,Die geliehene Zeit.,4,germany,36.0
58168,3442350247,10,Die geliehene Zeit.,4,germany,37.0
148220,3442350247,8,Die geliehene Zeit.,4,germany,24.0
142454,3404141970,8,Wolfsherz.,4,austria,33.0
215745,3404141970,9,Wolfsherz.,4,germany,24.0
73464,3404141970,8,Wolfsherz.,4,germany,28.0
155035,3404141970,6,Wolfsherz.,4,austria,40.0
88283,3596152771,10,Tagebuch. Die endg?쩌ltige deutschsprachige Fassung.,2,germany,24.0
61147,3596152771,10,Tagebuch. Die endg?쩌ltige deutschsprachige Fassung.,2,austria,44.0
125224,3404138716,6,Der Widersacher.,3,germany,21.0
234401,3442441641,5,Das Gummib?짚rchen- Orakel.,3,germany,34.0
225799,3442441641,6,Das Gummib?짚rchen- Orakel.,3,germany,37.0
239761,3442441641,5,Das Gummib?짚rchen- Orakel.,3,germany,32.0
142454,3442351901,10,Die H?쩌terin von Jericho.,2,austria,33.0
78484,3442351901,7,Die H?쩌terin von Jericho.,2,germany,33.0
103541,3442415519,10,Alles Sense. Ein Roman von der bizarren Scheibenwelt.,2,austria,24.0
189227,3442415519,8,Alles Sense. Ein Roman von der bizarren Scheibenwelt.,2,germany,36.0
116006,3499129612,10,Schlafender Tiger. Roman. ( rororo Stars).,2,germany,34.0
148220,3499129612,7,Schlafender Tiger. Roman. ( rororo Stars).,2,germany,24.0
